"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.068960580E-1	1.411765367E-1	1.033699393E0	1.018863869E1	1.024191503E1
1.080918910E-1	1.459621787E-1	1.026520967E0	1.016471100E1	1.021745565E1
1.092877760E-1	1.507478207E-1	1.019342422E0	1.013838959E1	1.019061957E1
1.104836620E-1	1.603191197E-1	1.014556766E0	1.012164021E1	1.017362414E1
1.116795470E-1	1.722832322E-1	1.012163997E0	1.010249710E1	1.015453619E1
1.128753800E-1	1.722832322E-1	1.016949654E0	1.008335495E1	1.013597135E1
1.140712660E-1	1.698904037E-1	1.014556766E0	1.005942631E1	1.011188636E1
1.152671510E-1	1.770688742E-1	1.009771109E0	1.004028416E1	1.009248716E1
1.164630370E-1	1.818545163E-1	1.021735311E0	1.003789139E1	1.009139622E1
1.176588700E-1	1.818545163E-1	1.028913736E0	1.003789139E1	1.009212555E1
1.188547550E-1	1.962114573E-1	1.031306505E0	1.002831936E1	1.008311863E1
1.200506410E-1	2.153540403E-1	1.038485050E0	1.001874828E1	1.007472807E1
1.212464740E-1	2.297109663E-1	1.028913736E0	1.001396275E1	1.006930387E1
1.224423600E-1	2.368894368E-1	1.024128079E0	1.000678444E1	1.006184326E1
1.236382450E-1	2.416750938E-1	1.033699393E0	1.000678444E1	1.006293576E1
1.248341300E-1	2.416750938E-1	1.031306505E0	1.001396275E1	1.006982869E1
1.260299640E-1	2.392822653E-1	1.036092162E0	1.001635551E1	1.007264219E1
1.272258490E-1	2.416750938E-1	1.045663476E0	1.001156998E1	1.006893005E1
1.284217350E-1	2.392822653E-1	1.048056364E0	9.999606133E0	1.005722631E1
1.296176200E-1	2.297109663E-1	1.048056364E0	9.994820595E0	1.005224492E1
1.308134530E-1	2.177468538E-1	1.043270707E0	9.997213364E0	1.005386008E1
1.320093390E-1	2.081755698E-1	1.045663476E0	9.997213364E0	1.005390592E1
1.332052240E-1	1.914258152E-1	1.062413216E0	1.000199890E1	1.006008686E1
1.344010580E-1	1.818545163E-1	1.062413216E0	1.002831936E1	1.008607863E1
1.355969430E-1	1.746760458E-1	1.052842021E0	1.005942631E1	1.011588087E1
1.367928280E-1	1.674975902E-1	1.038485050E0	1.007856941E1	1.013331476E1
1.379887140E-1	1.579262912E-1	1.026520967E0	1.009531879E1	1.014860323E1
1.391845470E-1	1.507478207E-1	1.021735311E0	1.012164021E1	1.017419620E1
1.403804330E-1	1.555334777E-1	1.016949654E0	1.015035343E1	1.020235522E1
1.415763180E-1	1.603191197E-1	1.007378340E0	1.016949654E1	1.022052705E1
1.427722030E-1	1.603191197E-1	1.009771109E0	1.019103146E1	1.024219030E1
1.439680370E-1	1.459621787E-1	1.014556766E0	1.021256733E1	1.026387655E1
1.451639220E-1	1.363908947E-1	1.019342422E0	1.022692394E1	1.027850353E1
1.463598080E-1	1.411765367E-1	1.026520967E0	1.024367332E1	1.029594674E1
1.475556930E-1	1.483550072E-1	1.031306505E0	1.025803089E1	1.031080987E1
1.487515260E-1	1.411765367E-1	1.024128079E0	1.027478027E1	1.032665865E1
1.499474120E-1	1.268195957E-1	1.026520967E0	1.028674412E1	1.033861369E1
1.511432970E-1	1.076770201E-1	1.016949654E0	1.029153061E1	1.034221365E1
1.523391300E-1	1.004985496E-1	1.014556766E0	1.030827999E1	1.035857431E1
1.535350160E-1	1.052841991E-1	1.026520967E0	1.031785107E1	1.036932402E1
1.547309010E-1	9.571290761E-2	1.040877819E0	1.032742214E1	1.038018476E1
1.559267870E-1	8.853443712E-2	1.036092162E0	1.033460140E1	1.038678542E1
1.571226200E-1	7.178468257E-2	1.024128079E0	1.032981491E1	1.038070650E1
1.583185050E-1	5.503492057E-2	1.028913736E0	1.032263660E1	1.037393459E1
1.595143910E-1	4.546362907E-2	1.033699393E0	1.031785107E1	1.036960231E1
1.607102240E-1	2.871387079E-2	1.031306505E0	1.031545830E1	1.036692324E1
1.619061100E-1	9.571290575E-3	1.024128079E0	1.030588722E1	1.035665203E1
1.631019950E-1	-2.392822644E-3	1.019342422E0	1.028435135E1	1.033474467E1
1.642978800E-1	-2.392822690E-2	1.016949654E0	1.027238750E1	1.032263068E1
1.654937140E-1	-3.589234129E-2	1.016949654E0	1.026760197E1	1.031790313E1
1.666895990E-1	-2.871387079E-2	1.021735311E0	1.026042366E1	1.031121046E1
1.678854850E-1	-4.067798331E-2	1.031306505E0	1.025324535E1	1.030506129E1
1.690813700E-1	-6.221338734E-2	1.036092162E0	1.024845982E1	1.030088764E1
1.702772030E-1	-7.178468257E-2	1.038485050E0	1.024367332E1	1.029642887E1
1.714730890E-1	-7.417750359E-2	1.043270707E0	1.024128056E1	1.029454921E1
1.726689740E-1	-8.614161611E-2	1.048056364E0	1.022931671E1	1.028322726E1
1.738648080E-1	-9.571290761E-2	1.052842021E0	1.021256733E1	1.026714024E1
1.750606930E-1	-1.028913707E-1	1.067198873E0	1.020060253E1	1.025679248E1
1.762565780E-1	-1.028913707E-1	1.083948612E0	1.017906761E1	1.023713577E1
