"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.109103780E-1	-1.464407444E0	2.952743053E0	4.223331928E0	5.357211334E0
1.121062120E-1	-1.452443361E0	2.940778971E0	4.223331928E0	5.347364327E0
1.133020450E-1	-1.442872047E0	2.926422119E0	4.252045631E0	5.359637881E0
1.144978780E-1	-1.438086390E0	2.914458036E0	4.302295208E0	5.391836623E0
1.156937120E-1	-1.450050473E0	2.902493954E0	4.354937077E0	5.430708468E0
1.168894930E-1	-1.485942841E0	2.897708178E0	4.429114819E0	5.497435482E0
1.180852740E-1	-1.507478237E0	2.907279491E0	4.539184570E0	5.597227996E0
1.192811600E-1	-1.521835208E0	2.924029350E0	4.716253281E0	5.754039889E0
1.204769930E-1	-1.557727575E0	2.919243574E0	4.922036171E0	5.930846340E0
1.216728260E-1	-1.617548108E0	2.900100946E0	5.005784988E0	6.007073392E0
1.228686600E-1	-1.701296926E0	2.890529871E0	4.953142643E0	5.981905734E0
1.240644930E-1	-1.792224169E0	2.883351326E0	4.876572609E0	5.941947724E0
1.252603260E-1	-1.880758643E0	2.878565550E0	4.838287354E0	5.935690121E0
1.264561600E-1	-1.964507341E0	2.868994236E0	4.867001057E0	5.981481113E0
1.276519930E-1	-2.041077614E0	2.852244616E0	4.981856823E0	6.092634453E0
1.288478260E-1	-2.105684042E0	2.825923443E0	5.158925533E0	6.247740491E0
1.300436600E-1	-2.155933142E0	2.801995277E0	5.386243820E0	6.442891256E0
1.312394930E-1	-2.196611166E0	2.792423964E0	5.632704735E0	6.659586687E0
1.324353260E-1	-2.227717876E0	2.775674343E0	5.864808083E0	6.860252826E0
1.336311070E-1	-2.261217356E0	2.754138947E0	6.068198204E0	7.037145352E0
1.348269410E-1	-2.297109842E0	2.737389088E0	6.242874146E0	7.193294811E0
1.360227740E-1	-2.337787628E0	2.723032236E0	6.386443615E0	7.325763960E0
1.372186070E-1	-2.385644197E0	2.701496840E0	6.508477688E0	7.439735561E0
1.384144410E-1	-2.419143677E0	2.660818815E0	6.630511761E0	7.542937034E0
1.396102740E-1	-2.440679073E0	2.620140791E0	6.774080753E0	7.662259599E0
1.408061070E-1	-2.452643156E0	2.600998163E0	6.984649181E0	7.846398797E0
1.420019410E-1	-2.469393015E0	2.589034081E0	7.267002583E0	8.100020115E0
1.431977740E-1	-2.488535643E0	2.550748825E0	7.532605648E0	8.333023285E0
1.443936070E-1	-2.519642353E0	2.490928411E0	7.704888821E0	8.480485462E0
